rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,175330,JB금융지주,30550.0,88.5,36.9,100.0,64.7,100.0,91.2,64.2,12.9,3.2,watch,27700.26,24138.09
2,003490,대한항공,28900.0,87.1,48.6,98.3,53.6,60.4,90.3,64.4,10.7,-0.2,watch,26743.01,24046.76
3,138040,메리츠금융지주,129800.0,83.8,45.0,100.0,43.1,100.0,78.4,67.4,8.6,2.4,watch,119259.89,106084.75
4,180640,한진칼,139100.0,83.6,41.3,100.0,77.7,58.8,77.1,67.7,15.5,4.6,watch,124169.82,105507.09
5,316140,우리금융지주,34500.0,82.9,33.5,90.0,19.6,71.3,97.9,61.5,3.9,-1.0,watch,32014.46,28907.54
6,055550,신한지주,110500.0,82.8,63.8,86.6,40.1,69.7,90.2,59.5,8.0,-1.3,watch,102432.73,92348.63
7,001450,현대해상,52400.0,82.0,100.0,75.8,100.0,38.0,85.6,65.6,42.4,-2.4,watch,47002.22,40255.0
8,005830,DB손해보험,190900.0,80.9,76.7,72.0,100.0,60.5,92.8,63.8,23.3,-2.8,watch,171214.6,146607.86
9,003550,LG,118500.0,79.8,73.9,67.3,80.9,63.9,98.8,61.7,16.2,-3.3,watch,107698.34,94196.27
10,088350,한화생명,5770.0,76.8,100.0,53.7,100.0,45.8,99.4,62.1,33.9,-4.6,watch,5141.34,4355.53
11,282330,BGF리테일,149900.0,73.9,72.6,57.2,98.2,34.4,95.8,61.0,19.6,-4.3,watch,135942.48,118495.59
12,139130,iM금융지주,18860.0,73.4,34.7,75.2,46.7,57.5,87.5,65.1,9.3,-2.5,watch,17416.79,15612.78
13,086790,하나금융지주,134900.0,72.4,64.4,73.3,28.6,63.9,80.2,57.0,5.7,-2.7,watch,124542.62,111595.9
14,010950,S-Oil,150900.0,70.9,100.0,43.1,99.8,65.9,95.1,60.8,20.0,-5.7,watch,132144.96,108701.15
15,003230,삼양식품,1475000.0,69.3,62.8,47.3,100.0,31.4,98.5,62.4,21.0,-5.3,watch,1326734.57,1141402.78
16,021240,코웨이,98700.0,67.8,53.9,70.5,23.3,48.9,75.8,55.9,4.7,-2.9,watch,90002.64,79130.93
17,003690,코리안리,14850.0,66.6,60.1,58.1,40.4,34.5,85.8,58.5,8.1,-4.2,watch,13821.89,12536.76
18,096770,SK이노베이션,131500.0,63.7,48.4,49.5,90.7,53.6,83.9,58.0,18.1,-5.1,watch,114551.39,93365.62
19,004370,농심,437500.0,61.4,32.8,51.1,81.0,39.7,82.2,57.5,16.2,-4.9,watch,397148.65,346709.47
20,161890,한국콜마,155000.0,56.6,100.0,34.3,100.0,24.7,69.5,69.6,53.0,-6.6,watch,136431.11,113219.99
21,018260,삼성에스디에스,233000.0,56.5,84.0,47.2,30.8,27.6,66.4,53.6,6.2,-5.3,watch,206707.85,173842.66
22,000500,가온전선,201000.0,55.8,100.0,19.9,100.0,44.7,84.4,58.1,37.2,-8.0,watch,164946.29,119879.16
23,192820,코스맥스,285500.0,55.5,98.5,31.5,100.0,39.6,69.3,69.7,46.3,-6.9,watch,251887.59,209872.08
24,105560,KB금융,169100.0,52.3,46.0,55.9,0.9,65.2,55.6,50.9,0.2,-4.4,watch,156562.58,140890.8
25,090430,아모레퍼시픽,142300.0,51.4,40.1,33.1,39.4,29.2,82.2,57.5,7.9,-6.7,watch,130020.45,114671.0
26,000810,삼성화재,657000.0,50.4,73.7,39.9,29.8,32.6,61.3,52.3,6.0,-6.0,watch,592989.35,512976.04
27,078930,GS,120000.0,49.9,100.0,0.9,100.0,33.9,93.6,60.4,23.8,-9.9,watch,103231.86,82271.68
28,008930,한미사이언스,47800.0,45.3,73.5,0.0,100.0,38.9,89.2,59.3,21.9,-16.9,watch,40825.24,32106.78
29,028260,삼성물산,373000.0,45.1,45.3,32.5,78.3,44.3,57.1,51.3,15.7,-6.8,watch,320157.56,254104.5
30,006400,삼성SDI,538000.0,43.7,77.4,0.0,100.0,48.8,82.8,57.7,28.2,-10.3,watch,470685.36,386542.06
