rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,086790,하나금융지주,136300.0,83.5,68.5,56.5,43.5,96.7,94.7,60.7,8.7,-4.4,watch,125676.06,112396.13
2,010950,S-Oil,150100.0,82.4,100.0,54.2,89.6,84.2,94.3,60.6,17.9,-4.6,watch,131362.79,107941.28
3,000500,가온전선,210000.0,75.5,100.0,0.0,100.0,100.0,99.8,62.0,56.5,-40.5,watch,171863.16,124192.11
4,055550,신한지주,108900.0,74.9,60.6,61.2,40.7,82.1,81.6,57.4,8.1,-3.9,watch,100805.41,90687.17
5,001450,현대해상,50900.0,72.4,100.0,67.7,100.0,37.8,88.8,64.8,32.4,-3.2,watch,45562.93,38891.59
6,003550,LG,119400.0,70.2,76.1,0.0,90.5,100.0,91.5,64.1,18.1,-35.8,watch,108382.69,94611.06
7,005830,DB손해보험,181100.0,68.9,61.1,10.5,76.8,100.0,85.5,58.4,15.4,-8.9,watch,161864.87,137820.95
8,138040,메리츠금융지주,122200.0,68.3,28.2,54.7,0.0,73.6,80.9,57.2,-1.5,-4.5,watch,112548.75,100484.68
9,090430,아모레퍼시픽,147200.0,68.3,49.0,46.0,66.2,60.8,87.7,65.1,13.2,-5.4,watch,134847.38,119406.61
10,139130,iM금융지주,18490.0,67.7,29.0,45.8,45.4,47.5,97.1,62.7,9.1,-5.4,watch,17075.16,15306.6
11,316140,우리금융지주,33800.0,67.6,28.7,32.4,3.0,89.2,83.1,57.8,0.6,-6.8,watch,31325.06,28231.38
12,066570,LG전자,216500.0,67.1,100.0,0.0,100.0,64.4,99.9,62.0,33.6,-50.6,watch,189985.59,156842.59
13,018260,삼성에스디에스,240000.0,65.8,82.9,0.0,82.5,83.1,90.0,59.5,16.5,-38.2,watch,213838.69,181137.05
14,003230,삼양식품,1531000.0,65.5,59.6,83.3,100.0,35.7,71.7,69.1,31.1,-1.7,watch,1383828.26,1199863.58
15,278470,에이피알,464500.0,63.7,100.0,82.0,100.0,39.3,60.3,71.9,45.2,-1.8,watch,414103.85,351108.67
16,105560,KB금융,173300.0,63.2,54.2,0.0,14.2,100.0,81.0,57.3,2.8,-10.9,watch,160480.27,144455.61
17,006400,삼성SDI,577000.0,63.1,99.4,0.0,100.0,89.2,77.4,67.6,45.3,-20.2,watch,510090.71,426454.11
18,078930,GS,127100.0,62.4,100.0,54.2,100.0,43.8,70.3,69.4,42.8,-4.6,watch,109897.9,88395.27
19,088350,한화생명,5770.0,62.2,96.4,8.7,100.0,50.8,92.0,64.0,30.5,-9.1,watch,5126.71,4322.59
20,161890,한국콜마,160100.0,60.8,100.0,88.9,100.0,44.7,47.0,75.3,68.2,-1.1,watch,141681.64,118658.68
21,051900,LG생활건강,313000.0,60.3,70.1,32.9,45.3,38.8,86.1,58.5,9.1,-6.7,watch,282744.18,244924.41
22,096770,SK이노베이션,125500.0,58.7,34.3,0.0,67.9,99.3,72.6,55.1,13.6,-19.2,watch,108638.89,87562.5
23,011070,LG이노텍,642000.0,58.7,77.0,0.0,100.0,100.0,65.1,53.3,24.9,-64.1,watch,533669.9,398257.27
24,180640,한진칼,133000.0,56.8,28.9,25.5,95.3,37.4,87.8,65.1,19.1,-7.4,watch,119316.47,102212.07
25,003490,대한항공,28100.0,55.7,41.2,0.6,42.5,48.1,92.9,60.2,8.5,-9.9,watch,26014.97,23408.67
26,021240,코웨이,96900.0,54.9,47.3,52.8,29.5,47.4,61.9,52.5,5.9,-4.7,watch,88044.48,76975.07
27,012750,에스원,81700.0,53.5,10.2,0.0,73.7,42.5,95.0,60.7,14.7,-20.7,watch,74773.37,66115.09
28,192820,코스맥스,300000.0,52.9,93.8,80.4,100.0,58.8,27.1,80.2,62.4,-2.0,watch,267727.62,227387.15
29,006360,GS건설,36300.0,52.9,100.0,0.0,100.0,28.0,87.3,58.8,54.8,-19.1,watch,30735.42,23779.69
30,033780,KT&G,178100.0,51.6,33.2,25.7,0.0,69.6,60.5,52.1,-0.6,-7.4,watch,167362.97,153941.68
