rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,105560,KB금융,181200.0,90.9,59.4,100.0,37.7,47.2,98.8,61.7,7.5,0.3,watch,168858.75,153432.2
2,055550,신한지주,115000.0,85.1,70.3,87.1,35.4,41.2,97.0,61.3,7.1,-1.3,watch,106913.5,96805.38
3,086790,하나금융지주,140400.0,83.9,70.1,88.7,27.8,47.5,92.0,60.0,5.6,-1.1,watch,129887.32,116746.47
4,316140,우리금융지주,36800.0,82.9,47.6,100.0,46.0,77.5,76.4,67.9,9.2,3.4,watch,34102.47,30730.57
5,005440,현대지에프홀딩스,13740.0,81.8,33.9,100.0,76.3,80.6,72.9,68.8,15.3,1.6,watch,12634.38,11252.36
6,175330,JB금융지주,32800.0,80.2,60.2,93.9,85.7,73.4,67.8,70.0,17.1,-0.6,watch,29836.25,26131.57
7,375500,DL이앤씨,83700.0,73.8,98.3,68.8,67.1,56.5,75.3,68.2,13.4,-3.1,watch,75353.85,64921.17
8,021240,코웨이,99700.0,73.2,58.5,81.3,7.6,75.5,75.8,55.9,1.5,-1.9,watch,91341.17,80892.63
9,003490,대한항공,29650.0,72.4,55.7,59.5,63.7,34.2,98.2,61.6,12.7,-4.0,watch,27506.37,24826.82
10,028050,삼성E&A,50200.0,71.6,80.2,72.9,4.0,42.4,78.8,56.7,0.8,-2.7,watch,44824.79,38105.78
11,139130,iM금융지주,18790.0,67.8,35.2,63.6,37.8,38.3,89.3,59.3,7.6,-3.6,watch,17379.71,15616.84
12,003690,코리안리,15080.0,66.6,61.6,63.0,0.0,34.5,84.3,58.1,-1.4,-3.7,watch,14064.69,12795.54
13,138040,메리츠금융지주,132000.0,66.1,50.4,49.0,65.6,48.4,94.5,60.6,13.1,-5.1,watch,120613.07,106379.41
14,012750,에스원,85300.0,63.0,22.9,58.4,48.9,74.1,81.9,66.5,9.8,-4.2,watch,78348.42,69658.95
15,090430,아모레퍼시픽,144400.0,61.4,40.6,46.9,32.1,68.9,90.2,59.5,6.4,-5.3,watch,132306.16,117188.86
16,000810,삼성화재,673000.0,60.8,78.4,54.6,47.2,28.9,67.8,54.0,9.4,-4.5,watch,606284.08,522889.19
17,088350,한화생명,6060.0,60.1,100.0,25.2,38.2,26.7,99.7,62.1,7.6,-7.5,watch,5399.44,4573.75
18,026960,동서,26000.0,58.9,0.6,73.8,0.0,37.7,66.3,53.6,-1.1,-2.6,watch,24607.41,22866.68
19,443060,HD현대마린솔루션,234000.0,57.0,48.7,21.3,94.5,83.0,99.2,61.8,18.9,-7.9,watch,207472.47,174313.06
20,001450,현대해상,50800.0,56.7,100.0,28.7,60.1,33.2,81.8,57.4,12.0,-7.1,watch,45856.74,39677.66
21,005830,DB손해보험,191600.0,51.6,78.1,21.2,41.9,29.9,86.7,58.7,8.4,-7.9,watch,172852.79,149418.78
22,192820,코스맥스,276000.0,49.1,100.0,0.5,57.6,41.0,97.1,61.3,11.5,-10.0,watch,244611.05,205374.86
23,028670,팬오션,6050.0,48.6,65.7,26.5,22.5,22.2,78.2,56.5,4.5,-7.4,watch,5378.82,4539.84
24,000500,가온전선,236000.0,48.1,100.0,0.0,100.0,30.6,90.0,59.5,41.2,-14.2,watch,193836.53,141132.19
25,006360,GS건설,36200.0,47.1,100.0,19.9,12.0,27.0,73.5,55.4,2.4,-8.0,watch,31054.45,24622.52
26,161890,한국콜마,145800.0,45.4,100.0,0.0,33.3,69.8,88.6,59.2,6.7,-12.1,watch,128854.12,107671.76
27,180640,한진칼,137100.0,35.6,43.2,0.0,71.3,34.3,75.2,55.8,14.3,-11.1,watch,120320.75,99346.7
28,008930,한미사이언스,48750.0,33.1,79.9,0.0,50.2,20.7,61.3,52.3,10.0,-20.1,watch,40841.3,30955.43
29,062040,산일전기,194700.0,31.8,29.1,5.6,33.4,49.9,65.4,53.4,6.7,-9.4,watch,168378.55,135476.74
30,006400,삼성SDI,531000.0,30.5,68.3,0.0,14.5,36.0,61.0,52.3,2.9,-11.5,watch,471134.24,396302.05
