rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,483650,달바글로벌,265000.0,83.6,100.0,65.4,72.4,100.0,82.6,66.3,14.5,-3.5,watch,219323.29,162227.4
2,033780,KT&G,182600.0,69.0,48.9,49.1,38.0,80.5,77.7,56.4,7.6,-5.1,watch,168657.01,151228.28
3,271560,오리온,135000.0,59.2,39.2,0.0,11.8,100.0,74.3,55.6,2.4,-10.1,watch,122807.86,107567.67
4,316140,우리금융지주,32050.0,54.4,16.8,0.0,52.6,79.4,76.7,56.2,10.5,-22.8,watch,28887.65,24934.7
5,138040,메리츠금융지주,117600.0,49.9,15.9,0.0,56.8,70.4,71.5,54.9,11.4,-21.5,watch,106516.76,92662.72
6,078930,GS,84100.0,49.9,90.1,0.0,100.0,52.3,68.8,54.2,26.8,-15.7,watch,72167.39,57251.63
7,383220,F&F,77600.0,49.6,28.9,0.0,2.6,97.8,55.5,50.9,0.5,-12.8,watch,68579.87,57304.72
8,001450,현대해상,36900.0,39.7,61.0,0.0,29.4,66.2,44.5,48.1,5.9,-16.6,watch,32156.28,26226.64
9,018260,삼성에스디에스,197300.0,39.4,33.8,0.0,17.0,76.8,42.4,47.6,3.4,-49.2,watch,163997.69,122369.79
10,021240,코웨이,90600.0,38.7,24.9,1.5,1.7,75.1,42.6,47.7,0.3,-9.9,watch,80570.48,68033.57
11,081660,미스토홀딩스,44300.0,37.8,10.0,0.0,34.4,58.9,51.7,49.9,6.9,-20.6,watch,39076.3,32546.68
12,003690,코리안리,13290.0,37.4,31.1,0.0,0.4,77.6,38.4,46.6,0.1,-13.7,watch,12021.87,10436.71
13,010950,S-Oil,126400.0,36.0,86.7,0.0,94.0,41.8,43.6,47.9,18.8,-28.6,watch,107630.6,84168.85
14,161890,한국콜마,97400.0,36.0,100.0,0.0,0.0,54.3,37.4,46.4,-2.1,-21.8,watch,81833.75,62375.94
15,000810,삼성화재,587000.0,35.9,53.2,0.0,0.0,100.0,19.6,41.9,-5.0,-22.5,watch,503129.01,398290.27
16,161390,한국타이어앤테크놀로지,65900.0,28.3,26.9,0.0,32.3,52.9,30.8,44.7,6.5,-15.9,watch,56281.38,44258.1
17,000660,SK하이닉스,1401000.0,26.4,54.8,0.0,0.0,95.6,0.0,33.2,-47.1,-53.1,watch,955564.32,398769.72
18,005935,삼성전자우,153400.0,26.4,52.6,0.0,0.0,96.5,0.0,36.9,-27.6,-37.0,watch,118635.02,75178.79
19,086790,하나금융지주,120400.0,24.5,47.4,0.0,25.3,54.4,18.5,41.6,5.1,-15.5,watch,106404.17,88909.39
20,000500,가온전선,122400.0,23.8,65.9,0.0,0.0,81.8,0.0,34.7,-47.6,-65.3,watch,56226.31,-26490.8
21,105560,KB금융,160100.0,23.6,49.4,0.0,3.5,51.2,18.3,41.6,0.7,-17.7,watch,141131.04,117419.84
22,055550,신한지주,98300.0,23.3,44.6,0.0,13.0,49.3,19.2,41.8,2.6,-13.2,watch,87134.2,73176.96
23,009150,삼성전기,1029000.0,23.2,98.1,0.0,0.0,70.4,0.0,32.7,-52.9,-57.4,watch,659996.9,198743.03
24,004170,신세계,444500.0,23.2,59.3,0.0,0.0,81.1,0.0,31.3,-41.1,-43.9,watch,331313.77,189830.98
25,034730,SK,489000.0,22.8,74.0,0.0,0.0,75.2,0.0,35.7,-41.4,-44.6,watch,361155.79,201350.53
26,402340,SK스퀘어,850000.0,18.1,52.5,0.0,0.0,61.4,0.0,32.4,-49.9,-61.2,watch,524583.02,117811.8
27,069960,현대백화점,118900.0,16.3,58.4,0.0,0.0,52.2,0.0,28.9,-38.6,-46.4,watch,92306.79,59065.28
28,066570,LG전자,150500.0,15.7,50.5,0.0,0.0,52.0,0.0,35.4,-25.9,-65.6,watch,115267.48,71226.83
