entry_lookback,ma_trend,vol_mult,rsi_min,init_stop_atr,trail_atr,max_hold,train_trades,train_winrate,train_expect,train_payoff,train_return,train_cagr,test_trades,test_winrate,test_expect,test_payoff,test_return,test_cagr,test_mdd,test_avghold,train_obj,test_obj
40,150,1.6,50,2.0,3.5,30,770,30.8,-1.5,1.52,-14.1,-2.3,844,33.6,-0.4,1.81,-17.3,-3.1,-22.7,9.5,-0.1411802656326665,-0.17304914500684732
55,120,1.6,50,2.5,4.5,30,636,36.8,-0.62,1.52,-27.6,-4.8,740,36.8,0.69,1.92,-12.3,-1.9,-44.7,13.6,-0.2756904378919578,-0.12317067335080245
55,60,1.3,55,2.0,3.5,30,819,31.4,-1.55,1.45,-38.1,-7.1,1051,32.2,-0.83,1.77,-3.9,-0.6,-25.2,9.3,-0.38115292187317984,-0.03879205997801127
20,60,1.0,50,1.5,3.5,30,1222,26.9,-1.37,1.79,-22.1,-3.7,1537,29.0,-0.34,2.25,5.2,0.7,-4.4,8.0,-0.2211361361843932,0.05214343197359694
55,60,1.6,55,1.5,2.5,30,831,25.9,-2.12,1.2,-14.6,-2.4,1053,26.9,-1.92,1.43,-1.8,-0.3,-2.5,4.8,-0.1457026332063982,-0.01754009861757677
40,60,1.3,50,1.5,2.5,60,1000,26.9,-1.93,1.22,-15.5,-2.5,1305,28.6,-1.54,1.5,3.3,0.5,-1.8,5.0,-0.1546708409717783,0.03336648750466287
55,60,1.6,45,1.5,4.5,30,744,27.6,-0.49,2.34,10.0,1.5,939,26.6,0.0,2.76,0.2,0.0,-5.5,8.9,0.09967330153220044,0.0016237506793512768
55,60,1.6,50,2.5,2.5,30,810,27.8,-2.52,1.03,-26.8,-4.7,1005,30.6,-2.21,1.18,-16.3,-2.6,-16.5,6.4,-0.2681168461282478,-0.16332853798233704
55,120,1.6,45,2.0,4.5,60,626,30.7,-0.73,1.94,-8.7,-1.4,757,32.6,0.56,2.27,-5.9,-0.9,-22.7,12.8,-0.08704916246706618,-0.05915983548851256
40,120,1.0,55,1.5,2.5,30,1023,27.5,-1.78,1.24,-16.9,-2.8,1292,30.8,-1.2,1.54,0.4,0.1,-2.8,5.2,-0.16885879119195768,0.0042812003717120906
55,120,1.0,50,1.5,2.5,30,909,27.5,-1.74,1.27,-11.3,-1.8,1199,30.4,-1.24,1.57,4.3,0.6,-2.7,5.1,-0.11281661432309464,0.04285624528359033
120,60,1.0,55,2.5,3.5,30,644,34.3,-1.39,1.38,-32.6,-5.9,897,37.8,-0.04,1.63,-16.7,-2.7,-32.8,11.3,-0.3259878914090285,-0.1674429373963192
55,120,1.6,55,2.5,4.5,30,636,36.8,-0.62,1.52,-27.6,-4.8,740,36.8,0.69,1.92,-12.3,-1.9,-44.7,13.6,-0.2756904378919578,-0.12317067335080245
120,60,1.6,45,2.5,3.5,60,561,30.8,-1.97,1.42,-18.4,-3.1,724,36.0,-0.42,1.64,-32.5,-5.6,-38.2,11.6,-0.18360028040001974,-0.3245706442292766
55,150,1.3,50,2.5,4.5,60,629,37.2,-0.2,1.63,8.5,1.3,754,35.9,1.24,2.15,3.9,0.7,-25.8,15.5,0.08544190023043119,0.03899134870763454
20,120,1.3,50,1.5,3.5,60,1085,27.6,-1.14,1.88,-22.0,-3.7,1288,30.9,0.07,2.27,9.0,1.3,-2.7,8.4,-0.21980722953649423,0.09015344831762429
40,150,1.0,50,2.5,3.5,30,844,35.7,-1.23,1.33,-25.3,-4.4,1008,37.3,-0.16,1.63,3.7,0.6,-18.2,11.1,-0.25308671132394667,0.03685120678298892
120,150,1.6,45,1.5,3.5,30,544,27.6,-1.3,1.82,-11.9,-1.9,693,29.9,-0.1,2.3,9.4,1.7,-5.4,7.5,-0.11916279453380885,0.0943742232120377
120,60,1.6,45,1.5,3.5,30,610,26.9,-1.41,1.82,-15.7,-2.6,803,27.9,-0.67,2.22,-0.9,-0.1,-3.4,7.3,-0.15695813099892042,-0.00853056362470872
40,60,1.0,45,1.5,4.5,60,900,27.2,-0.49,2.37,-16.2,-2.7,1198,27.5,0.38,2.85,2.4,0.4,-2.4,10.1,-0.16215979436445138,0.024420868362152515
20,60,1.6,45,2.5,4.5,60,894,31.7,-1.31,1.66,-38.1,-7.1,1036,35.9,0.59,1.96,-5.0,-0.7,-23.6,15.7,-0.3813763846694821,-0.049708139131873885
55,120,1.0,55,1.5,4.5,60,754,27.6,-0.35,2.41,-10.9,-1.7,983,28.7,0.86,2.94,5.1,0.7,-3.6,10.1,-0.10887801459029578,0.05120835534392443
120,120,1.0,50,1.5,2.5,60,724,26.5,-1.78,1.36,-10.0,-1.6,1044,31.9,-1.02,1.57,5.1,0.7,-3.0,5.3,-0.10018075902437507,0.051069138658263125
120,150,1.6,50,1.5,2.5,60,585,25.8,-2.06,1.28,-8.9,-1.4,752,29.0,-1.56,1.52,-8.1,-1.6,-10.9,5.0,-0.08884152163623238,-0.08141870914358984
40,60,1.6,45,2.5,2.5,60,884,27.1,-2.6,1.03,-28.6,-5.0,1075,31.1,-2.16,1.16,-16.4,-2.6,-16.6,6.5,-0.28609293592237195,-0.16382560089881704
20,120,1.3,50,1.5,2.5,30,1223,26.9,-1.81,1.3,-14.6,-2.4,1448,30.8,-1.08,1.59,9.7,1.4,-2.7,5.4,-0.14582415515027924,0.09730826396002135
55,120,1.0,55,1.5,3.5,30,828,27.8,-1.02,1.93,-15.3,-2.5,1068,29.9,-0.12,2.28,2.5,0.4,-2.9,7.6,-0.1533216775572488,0.02459079632706862
40,120,1.0,55,2.5,3.5,60,818,33.6,-1.18,1.49,-33.0,-5.9,1019,37.1,-0.2,1.63,-1.2,-0.2,-23.3,11.8,-0.33025034183061586,-0.012320983083286552
55,120,1.3,55,2.5,2.5,60,816,28.4,-2.16,1.1,-23.0,-3.9,1021,33.5,-1.6,1.27,-21.6,-3.5,-23.0,6.6,-0.229568689998781,-0.21622526230621253
40,120,1.3,50,1.5,4.5,60,792,27.8,-0.36,2.38,-5.3,-0.8,995,28.4,0.69,2.89,-2.7,-0.4,-2.9,9.8,-0.052654634793176336,-0.02678150729337503
120,150,1.0,45,2.5,4.5,60,501,36.5,0.15,1.78,48.6,6.2,694,38.5,1.99,2.14,27.7,4.3,-15.7,16.2,0.4863309103426994,0.2773099331147828
55,120,1.6,55,2.0,4.5,30,657,32.7,-0.71,1.77,1.8,0.3,774,33.2,0.58,2.22,3.4,0.5,-22.7,11.5,0.018410174087689413,0.03364712139653747
120,120,1.3,55,2.0,3.5,30,602,30.6,-1.49,1.57,-20.1,-3.4,809,35.2,0.08,1.87,-9.5,-1.5,-17.1,9.6,-0.20126733894357984,-0.09466367816355958
55,120,1.3,45,2.5,4.5,60,643,35.1,-0.44,1.7,-37.1,-6.9,801,36.0,0.94,2.06,-17.0,-2.7,-29.5,15.2,-0.37148212226955823,-0.17016577702517421
120,150,1.6,45,2.5,2.5,60,569,27.9,-2.44,1.09,-24.3,-4.2,716,33.0,-1.69,1.28,-24.0,-5.0,-24.5,6.7,-0.2434146190830241,-0.23997977835760143
120,120,1.3,55,2.0,2.5,60,663,27.1,-2.22,1.17,-23.8,-4.1,909,34.0,-1.28,1.37,-18.5,-3.0,-19.8,6.2,-0.23822208247814902,-0.1849567727662269
55,60,1.3,55,1.5,4.5,30,801,29.5,-0.33,2.21,16.0,2.3,1072,27.1,0.16,2.79,2.3,0.3,-3.6,9.0,0.1598272683130444,0.022920635184601412
55,150,1.6,55,2.0,4.5,30,649,33.7,-0.6,1.73,-16.7,-2.8,729,33.1,0.9,2.35,30.6,4.8,-15.8,11.9,-0.16711249906540704,0.30591677982041743
120,120,1.6,45,2.5,4.5,60,483,32.3,-0.7,1.86,-25.3,-4.4,635,36.4,0.89,2.0,16.5,2.3,-25.7,15.4,-0.25333294087967717,0.1648435913830082
40,120,1.3,45,2.5,4.5,60,706,36.7,-0.27,1.64,-39.4,-7.4,876,35.8,0.83,2.04,22.2,3.0,-25.0,15.0,-0.39383223399188283,0.2223098054276913
20,60,1.6,50,2.0,2.5,30,1111,27.1,-2.33,1.14,-24.9,-4.3,1295,31.0,-1.75,1.3,-6.8,-1.0,-9.2,6.3,-0.24940455896146185,-0.06842423865340086
120,60,1.0,50,1.5,2.5,30,762,26.9,-1.77,1.34,-19.4,-3.2,1124,30.0,-1.3,1.56,7.3,1.0,-3.4,5.1,-0.1936685842695075,0.07259672662589578
20,120,1.0,50,1.5,2.5,30,1303,27.5,-1.67,1.34,-19.4,-3.2,1597,31.9,-0.9,1.6,8.1,1.2,-2.7,5.7,-0.19391720151038883,0.08102360841800027
120,150,1.3,55,2.0,4.5,30,536,34.1,-0.25,1.84,23.4,3.3,712,35.0,1.34,2.32,1.3,0.2,-12.0,12.1,0.23359060903972906,0.01297053443899232
20,120,1.3,55,1.5,3.5,30,1111,28.8,-1.12,1.78,-22.0,-3.7,1305,30.8,-0.03,2.23,9.0,1.3,-2.7,8.1,-0.21980722953649423,0.09015344831762429
120,60,1.0,50,2.0,2.5,30,740,29.2,-1.92,1.2,-17.5,-2.9,1071,33.1,-1.34,1.39,-1.9,-0.3,-4.1,6.3,-0.17467367157141978,-0.01876986977471351
20,120,1.0,55,2.5,4.5,60,921,37.4,0.21,1.74,-14.0,-2.3,1144,37.8,1.31,2.03,12.7,1.8,-24.6,16.3,-0.14025735572334364,0.12743706795510956
40,120,1.3,55,2.5,3.5,30,800,35.1,-1.22,1.37,-13.4,-2.2,969,36.9,-0.47,1.56,-30.7,-5.3,-34.8,10.9,-0.1341974352780707,-0.306757928984719
55,120,1.6,55,1.5,3.5,60,707,25.7,-1.34,1.95,-15.9,-2.6,844,28.8,-0.31,2.31,4.2,0.6,-4.8,7.8,-0.1592936378854063,0.04162706319139198
40,60,1.3,45,2.0,2.5,60,974,28.2,-2.18,1.11,-22.4,-3.8,1251,31.3,-1.72,1.3,-1.1,-0.2,-3.9,6.1,-0.22381401622036656,-0.011234942341334153
20,120,1.3,55,1.5,4.5,30,1059,29.5,-0.39,2.17,-17.6,-2.9,1243,29.7,0.88,2.83,7.2,1.0,-2.7,9.7,-0.1755995968510713,0.07224327466010316
20,60,1.3,55,1.5,4.5,30,1105,27.1,-0.75,2.21,-21.9,-3.7,1340,28.3,0.51,2.82,4.2,0.6,-4.5,9.5,-0.21860849870647514,0.041962406290475984
40,60,1.0,55,2.5,2.5,60,1022,29.7,-2.14,1.07,-27.6,-4.8,1352,32.7,-1.57,1.3,-12.2,-1.9,-12.8,6.9,-0.2763735365009121,-0.12173850877918524
20,150,1.0,45,2.5,2.5,30,1209,30.7,-1.77,1.21,-12.3,-2.0,1485,34.1,-1.06,1.42,-10.0,-1.6,-20.1,7.1,-0.12270577077365197,-0.10045623848212903
55,60,1.6,55,1.5,2.5,60,827,25.9,-2.13,1.2,-14.6,-2.4,1051,26.7,-1.92,1.44,-2.1,-0.3,-2.9,4.9,-0.1457026332063982,-0.021474568996417753
20,60,1.3,45,2.0,4.5,60,998,29.5,-1.04,1.9,-27.8,-4.9,1196,32.9,0.85,2.37,-25.7,-4.3,-26.4,13.7,-0.27807946156976726,-0.2569925072771677
20,150,1.6,55,2.0,2.5,30,1060,29.1,-2.05,1.17,-14.5,-2.4,1173,32.1,-1.51,1.34,-22.5,-3.8,-30.2,6.2,-0.14519351923226653,-0.22503929246333132
20,150,1.0,50,2.5,2.5,30,1209,30.7,-1.77,1.21,-12.3,-2.0,1485,34.1,-1.06,1.42,-10.0,-1.6,-20.1,7.1,-0.12270577077365197,-0.10045623848212903
40,120,1.6,50,1.5,2.5,30,874,26.0,-2.07,1.2,-15.0,-2.4,1008,29.0,-1.67,1.43,-1.1,-0.2,-4.7,4.8,-0.14967967763506895,-0.010739750130746462
20,150,1.6,45,1.5,4.5,60,937,27.1,-0.49,2.39,11.0,1.6,1038,28.8,0.77,2.88,5.8,0.9,-4.7,10.6,0.11022710385619905,0.057905619817816945
55,150,1.6,55,2.5,2.5,30,748,28.6,-2.3,1.07,-20.6,-3.5,838,31.7,-1.99,1.22,-25.7,-5.1,-30.3,6.4,-0.20560525042606081,-0.25716660856327545
20,120,1.6,45,2.0,3.5,60,941,30.6,-1.33,1.63,-36.3,-6.7,1063,34.6,-0.02,1.88,13.9,1.9,-21.7,10.5,-0.36258002524533484,0.13893409517436162
55,150,1.3,45,1.5,2.5,30,840,27.7,-1.77,1.26,-11.3,-1.8,1026,29.1,-1.41,1.57,8.8,1.4,-6.1,4.9,-0.1130679884489395,0.08802808466790535
55,120,1.6,45,2.5,4.5,60,600,34.0,-0.57,1.74,-26.3,-4.6,723,36.0,0.71,1.98,4.2,0.6,-29.6,15.0,-0.2634791109576178,0.04233607557560126
40,60,1.0,45,1.5,2.5,60,1065,27.4,-1.83,1.24,-19.2,-3.2,1437,29.3,-1.4,1.53,3.3,0.5,-1.8,5.3,-0.1922655754504602,0.03336648750466287
120,150,1.0,55,1.5,3.5,30,625,28.6,-0.96,1.91,4.1,0.6,875,30.3,0.23,2.42,25.1,3.9,-8.3,7.7,0.041151831896787616,0.25132874796501325
40,60,1.3,55,2.0,3.5,60,873,29.3,-1.72,1.53,-28.5,-5.0,1101,32.4,-0.77,1.77,28.0,3.7,-17.0,9.9,-0.2846346404934825,0.27963660922109757
40,60,1.6,45,1.5,2.5,30,915,25.5,-2.16,1.2,-11.7,-1.9,1125,27.6,-1.88,1.38,-0.9,-0.1,-1.4,4.9,-0.11747000117156003,-0.008618061573294589
55,120,1.6,45,2.5,4.5,30,636,36.8,-0.62,1.52,-27.6,-4.8,740,36.8,0.69,1.92,-12.3,-1.9,-44.7,13.6,-0.2756904378919578,-0.12317067335080245
55,120,1.3,45,2.5,2.5,30,821,28.6,-2.15,1.09,-22.0,-3.7,1025,33.6,-1.62,1.26,-21.8,-3.6,-23.2,6.5,-0.22015922469289873,-0.21783644825294313
20,150,1.6,45,2.0,2.5,30,1061,28.9,-2.06,1.16,-14.5,-2.4,1173,32.1,-1.53,1.33,-13.3,-2.1,-22.0,6.2,-0.14519351923226653,-0.13321731582321772
55,120,1.3,50,2.5,2.5,30,821,28.6,-2.15,1.09,-22.0,-3.7,1025,33.6,-1.62,1.26,-21.8,-3.6,-23.2,6.5,-0.22015922469289873,-0.21783644825294313
120,120,1.0,50,2.0,4.5,30,597,34.2,-0.24,1.84,35.0,4.7,812,35.8,1.43,2.26,3.2,0.5,-20.8,12.2,0.3497528687962783,0.03170869892601491
20,60,1.6,55,2.5,4.5,60,894,31.7,-1.31,1.66,-38.1,-7.1,1036,35.9,0.59,1.96,-5.0,-0.7,-23.6,15.7,-0.3813763846694821,-0.049708139131873885
55,120,1.3,55,2.5,4.5,30,683,37.9,-0.48,1.49,-26.9,-4.7,836,37.4,0.74,1.88,-18.5,-3.0,-41.8,13.6,-0.2694460117943124,-0.1848746447385674
55,60,1.6,55,2.5,2.5,60,805,27.8,-2.53,1.02,-26.8,-4.7,1002,30.6,-2.19,1.19,-16.2,-2.6,-16.4,6.5,-0.2681168461282478,-0.1617558876773869
55,120,1.6,55,1.5,4.5,60,663,26.5,-0.57,2.42,-11.4,-1.8,809,27.8,0.5,2.86,3.7,0.5,-4.8,9.8,-0.11407991034362464,0.037439523484011694
120,60,1.3,45,2.5,2.5,30,694,28.7,-2.24,1.1,-20.9,-3.5,960,33.9,-1.48,1.29,-19.7,-3.2,-21.4,6.5,-0.20922277331217032,-0.19744543413687965
20,150,1.0,50,1.5,3.5,60,1130,27.3,-1.14,1.91,-17.4,-2.9,1369,31.5,0.15,2.25,9.0,1.3,-2.6,8.7,-0.17415595955221297,0.08960033914143506
40,120,1.0,45,2.0,3.5,30,888,31.9,-1.17,1.57,-18.4,-3.1,1082,34.9,-0.26,1.77,-10.8,-1.7,-14.1,9.6,-0.1836809262112823,-0.10839212636160556
55,150,1.0,55,2.0,3.5,30,781,33.3,-1.13,1.49,0.7,0.1,956,34.5,-0.11,1.85,-11.1,-2.0,-15.7,9.6,0.006601409305942774,-0.11050448058059104
120,120,1.6,55,1.5,3.5,60,566,25.6,-1.41,1.97,-14.4,-2.4,737,29.7,-0.15,2.29,-0.8,-0.1,-6.7,7.9,-0.14442241586118643,-0.008014779191675037
20,150,1.0,50,2.0,4.5,60,961,33.0,-0.19,1.95,5.8,0.9,1169,34.1,1.33,2.43,76.1,8.9,-14.6,14.2,0.058369934574378,0.7610740148658119
20,120,1.3,45,1.5,4.5,30,1060,29.4,-0.4,2.17,-17.6,-2.9,1243,29.7,0.88,2.83,7.2,1.0,-2.7,9.7,-0.1755995968510713,0.07224327466010316
40,60,1.6,45,2.0,4.5,30,787,30.5,-1.12,1.79,-29.8,-5.3,940,33.1,0.23,2.11,-19.9,-3.2,-28.5,11.6,-0.2983531223371597,-0.19928970931937884
20,120,1.6,50,2.0,3.5,60,941,30.6,-1.33,1.63,-36.3,-6.7,1063,34.6,-0.02,1.88,13.9,1.9,-21.7,10.5,-0.36258002524533484,0.13893409517436162
55,60,1.6,50,2.5,3.5,60,714,31.1,-2.01,1.36,-28.6,-5.0,873,34.6,-0.75,1.64,-28.3,-4.8,-30.9,11.3,-0.2858529780757014,-0.2829259202115034
40,120,1.0,50,1.5,4.5,30,882,30.4,-0.24,2.16,-8.1,-1.3,1094,30.1,0.78,2.72,-2.0,-0.3,-2.9,9.3,-0.08109522396266122,-0.020365985086820637
55,150,1.0,50,1.5,4.5,30,773,30.9,-0.19,2.13,0.8,0.1,975,28.5,0.78,2.92,-3.6,-0.6,-5.5,9.2,0.008464121735927588,-0.03557437005282793
20,120,1.0,50,2.5,2.5,60,1220,30.5,-1.75,1.21,-37.4,-6.9,1501,35.3,-0.96,1.39,-6.5,-1.0,-10.4,7.3,-0.37356799826933507,-0.06474833107451494
40,150,1.3,45,2.0,3.5,60,807,30.0,-1.43,1.61,-14.4,-2.3,943,33.6,-0.27,1.87,-12.4,-2.2,-24.7,9.9,-0.14402480757882075,-0.12357019372563571
120,120,1.3,55,1.5,3.5,60,614,25.6,-1.28,2.04,-10.8,-1.7,852,30.2,0.11,2.37,2.2,0.3,-6.3,7.9,-0.10842751476212964,0.021619396580292216
120,120,1.0,50,1.5,4.5,60,600,27.5,-0.01,2.63,-0.7,-0.1,858,29.4,1.14,2.98,0.2,0.0,-6.3,10.4,-0.00673376873402598,0.0018726240560933416
20,120,1.0,45,2.0,3.5,30,1106,33.8,-1.03,1.5,-43.2,-8.3,1331,36.1,0.13,1.82,-10.5,-1.6,-13.0,10.4,-0.4319927027008277,-0.10526129371479076
55,150,1.6,50,1.5,4.5,30,681,29.5,-0.32,2.21,-9.6,-1.5,776,28.1,0.76,2.96,4.8,0.8,-5.9,9.2,-0.09642935034317435,0.04808633475573498
20,120,1.6,50,1.5,4.5,60,952,26.6,-0.56,2.42,-8.9,-1.4,1066,29.5,0.83,2.81,7.2,1.0,-2.7,10.5,-0.08897384526454177,0.07224327466010316
20,150,1.6,55,2.5,2.5,60,1037,29.8,-2.1,1.14,-14.6,-2.4,1153,33.3,-1.48,1.3,-20.7,-3.4,-31.7,6.8,-0.1462418512460194,-0.20670610636758335
120,120,1.0,50,1.5,4.5,30,627,29.3,-0.11,2.35,12.1,1.8,885,30.2,1.03,2.82,-2.6,-0.4,-3.7,9.5,0.120738229199856,-0.025993161250621677
55,120,1.6,55,2.0,4.5,60,626,30.7,-0.73,1.94,-8.7,-1.4,757,32.6,0.56,2.27,-5.9,-0.9,-22.7,12.8,-0.08704916246706618,-0.05915983548851256
20,150,1.6,50,2.5,3.5,60,888,34.1,-1.24,1.44,-26.2,-4.5,997,37.6,0.1,1.69,-2.3,-0.3,-22.7,12.0,-0.2617890451429341,-0.022760445363686932
55,60,1.3,55,2.5,2.5,30,892,28.8,-2.23,1.08,-27.8,-4.9,1157,32.2,-1.79,1.25,-11.9,-1.8,-12.7,6.4,-0.2781471319141984,-0.11863253393130513
55,120,1.3,55,1.5,4.5,60,711,27.3,-0.44,2.39,-2.6,-0.4,920,27.5,0.59,2.96,5.1,0.7,-3.6,9.8,-0.02583975280617512,0.05120835534392443
20,120,1.3,45,1.5,3.5,60,1085,27.6,-1.14,1.88,-22.0,-3.7,1288,30.9,0.07,2.27,9.0,1.3,-2.7,8.4,-0.21980722953649423,0.09015344831762429
40,150,1.0,50,2.5,4.5,30,786,40.2,-0.16,1.44,-0.3,-0.1,939,37.9,1.19,1.98,11.8,1.9,-19.4,13.9,-0.0033635397590676686,0.11784383823256328
40,150,1.0,55,1.5,3.5,30,922,28.0,-1.14,1.83,-12.6,-2.0,1118,29.6,-0.3,2.21,4.8,0.8,-3.0,7.6,-0.12618940862231987,0.04824545578717809
120,150,1.0,50,2.5,4.5,30,540,39.1,-0.03,1.55,4.3,0.6,728,39.8,1.9,2.01,34.6,5.2,-20.8,14.5,0.04324772311200231,0.3461922636256538
40,60,1.6,45,2.0,2.5,60,890,26.7,-2.45,1.09,-22.8,-3.9,1087,30.0,-2.09,1.23,-9.5,-1.4,-9.5,6.1,-0.22772733662844646,-0.09451810040791253
20,120,1.0,45,2.5,4.5,30,997,40.6,-0.01,1.46,-14.0,-2.3,1211,39.0,1.2,1.91,20.9,2.8,-24.4,14.5,-0.14003560706399065,0.20863410492754775
55,150,1.3,50,2.5,2.5,60,808,29.5,-2.06,1.12,-19.8,-3.3,969,32.7,-1.64,1.31,-5.8,-1.0,-19.6,6.5,-0.19824292804498067,-0.05761391728119869
20,120,1.0,45,1.5,2.5,30,1303,27.5,-1.67,1.34,-19.4,-3.2,1597,31.9,-0.9,1.6,8.1,1.2,-2.7,5.7,-0.19391720151038883,0.08102360841800027
40,60,1.3,55,1.5,2.5,30,1004,27.0,-1.93,1.21,-15.5,-2.5,1308,28.6,-1.54,1.5,3.8,0.5,-1.4,5.0,-0.1546708409717783,0.037578110695416056
55,60,1.0,50,2.5,4.5,60,744,34.1,-0.89,1.62,-5.7,-0.9,973,35.3,0.71,2.06,-8.8,-1.3,-23.0,15.7,-0.056636895304950086,-0.08830927649944165
55,60,1.3,45,2.5,4.5,30,745,36.8,-0.9,1.43,-43.9,-8.5,953,36.2,0.35,1.87,-15.0,-2.4,-33.8,13.6,-0.4390092530026556,-0.15020119606810978
55,120,1.6,55,2.0,3.5,30,689,30.8,-1.46,1.55,-5.6,-0.9,810,33.5,-0.45,1.82,-35.1,-6.2,-35.1,9.4,-0.055522281843405574,-0.350650187267898
40,60,1.0,50,1.5,3.5,30,983,27.3,-1.3,1.8,-14.3,-2.3,1302,28.4,-0.64,2.15,5.6,0.8,-2.3,7.5,-0.14284514225578193,0.05563430826099802
55,120,1.3,55,2.0,4.5,30,709,33.6,-0.6,1.74,-2.4,-0.4,876,33.4,0.61,2.21,-22.1,-3.6,-22.1,11.5,-0.023584180868993276,-0.22133473158634442
20,150,1.0,50,2.0,3.5,30,1088,33.2,-1.12,1.5,-12.9,-2.1,1306,36.4,0.24,1.84,-7.1,-1.1,-25.8,10.3,-0.12854762053185742,-0.07076424275576121
20,60,1.0,55,1.5,2.5,30,1334,26.3,-1.81,1.35,-15.7,-2.6,1710,30.2,-1.15,1.59,7.8,1.1,-4.1,5.5,-0.1573879689149339,0.07846523056239829
120,150,1.0,45,2.0,4.5,60,523,34.2,0.37,2.06,49.4,6.3,731,34.5,1.65,2.48,42.7,6.2,-11.0,13.5,0.4935829737944142,0.42686329732453654
120,150,1.6,55,1.5,2.5,30,588,25.9,-2.06,1.27,-8.9,-1.4,754,29.2,-1.55,1.51,-8.3,-1.6,-11.2,4.9,-0.08884152163623238,-0.08315909801747012
20,150,1.6,55,2.5,3.5,60,885,34.2,-1.18,1.46,-26.2,-4.5,997,37.6,0.08,1.69,-2.3,-0.3,-22.7,12.0,-0.2617890451429341,-0.022760445363686932
20,150,1.3,45,1.5,4.5,60,995,27.5,-0.36,2.41,6.7,1.0,1184,28.5,0.85,2.99,1.1,0.2,-7.0,10.6,0.0665680899475023,0.010997579741707009
40,150,1.3,50,2.5,4.5,30,742,39.4,-0.24,1.47,-25.6,-4.4,872,37.3,0.99,1.97,5.1,0.8,-20.3,13.7,-0.2556509006076233,0.051267529572354587
20,120,1.3,55,2.5,4.5,60,872,37.6,0.16,1.71,-16.5,-2.7,1073,36.4,1.08,2.07,27.0,3.6,-25.8,15.9,-0.16531457887816414,0.27047412117986624
20,60,1.0,45,2.5,4.5,30,1060,36.3,-0.97,1.42,-20.9,-3.5,1295,37.6,0.86,1.91,77.2,8.8,-21.5,14.4,-0.2094685883773869,0.7717102305636678
40,150,1.0,55,2.0,3.5,30,878,32.2,-1.23,1.52,-7.7,-1.2,1048,34.4,-0.2,1.82,0.2,0.0,-16.1,9.6,-0.07729465584558737,0.0024530607992150344
120,120,1.0,45,2.5,2.5,60,700,28.7,-2.04,1.19,-16.1,-2.7,979,35.9,-1.03,1.36,-2.3,-0.3,-14.4,6.9,-0.1614552699782844,-0.02311511170887015
40,60,1.3,50,1.5,2.5,30,1004,27.0,-1.93,1.21,-15.5,-2.5,1308,28.6,-1.54,1.5,3.8,0.5,-1.4,5.0,-0.1546708409717783,0.037578110695416056
40,60,1.3,50,2.5,3.5,60,840,31.8,-1.88,1.35,-42.2,-8.0,1055,35.3,-0.73,1.59,6.4,0.9,-16.5,11.4,-0.4224137281643162,0.06381578692216272
55,150,1.3,55,1.5,3.5,60,752,27.7,-1.12,1.88,-13.8,-2.2,919,29.3,-0.14,2.34,0.2,0.0,-6.3,7.8,-0.13809641207096135,0.0019161777762533028
40,120,1.3,45,2.0,4.5,60,751,32.4,-0.54,1.87,-35.7,-6.5,916,33.0,0.84,2.35,52.2,6.4,-14.7,12.9,-0.356686375504202,0.5218101887372837
20,60,1.6,45,2.0,4.5,60,939,28.2,-1.28,1.92,-23.4,-4.0,1074,32.7,0.58,2.28,-20.4,-3.3,-31.2,13.5,-0.23382236583004234,-0.20367481978090218
20,120,1.6,50,1.5,3.5,60,1007,27.0,-1.27,1.88,-19.2,-3.2,1126,30.6,-0.04,2.25,9.0,1.3,-2.7,8.3,-0.1920393874498364,0.09015344831762429
20,60,1.0,45,2.5,2.5,60,1266,28.8,-2.1,1.17,-37.3,-6.9,1597,33.6,-1.22,1.39,-7.7,-1.2,-10.7,7.3,-0.37283817742780123,-0.07677654455901939
120,60,1.6,45,2.0,4.5,30,556,32.4,-0.55,1.88,-25.2,-4.3,730,32.5,0.41,2.23,-17.1,-2.7,-21.5,11.8,-0.25183329174181723,-0.17053046345344558
40,120,1.3,45,2.5,2.5,30,914,29.1,-2.13,1.08,-21.0,-3.5,1120,33.8,-1.62,1.23,-11.1,-1.7,-11.4,6.5,-0.2095138750538038,-0.1105746191660808
55,60,1.6,45,2.5,3.5,60,714,31.1,-2.01,1.36,-28.6,-5.0,873,34.6,-0.75,1.64,-28.3,-4.8,-30.9,11.3,-0.2858529780757014,-0.2829259202115034
40,120,1.0,55,1.5,2.5,60,1015,27.3,-1.79,1.25,-16.9,-2.8,1289,30.9,-1.19,1.54,0.4,0.1,-2.8,5.3,-0.16885879119195768,0.0042812003717120906
40,120,1.0,55,1.5,3.5,60,908,26.4,-1.13,1.99,-21.7,-3.7,1139,30.4,-0.19,2.19,-0.4,-0.1,-2.9,8.0,-0.21708318904164492,-0.004253381959705593
20,120,1.0,45,2.0,2.5,30,1247,30.2,-1.71,1.23,-38.2,-7.1,1533,34.4,-0.99,1.43,-7.7,-1.2,-11.9,6.7,-0.38176120044019446,-0.07672330357088042
40,150,1.0,45,1.5,3.5,60,899,26.7,-1.19,1.93,-16.5,-2.7,1100,29.7,-0.21,2.25,5.0,0.8,-3.0,7.9,-0.16523493987074767,0.04967719291547401
40,120,1.3,55,1.5,4.5,60,792,27.8,-0.36,2.38,-5.3,-0.8,995,28.4,0.69,2.89,-2.7,-0.4,-2.9,9.8,-0.052654634793176336,-0.02678150729337503
