rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,161390,한국타이어앤테크놀로지,76700.0,82.4,66.4,78.3,100.0,65.1,95.9,63.0,27.2,-2.2,watch,67731.0,56519.75
2,078930,GS,93600.0,81.0,80.9,100.0,100.0,100.0,59.6,72.1,41.6,6.8,buy,82437.37,68484.08
3,475150,SK이터닉스,80600.0,76.0,100.0,100.0,100.0,100.0,45.5,75.6,113.5,15.5,buy,64572.89,44539.01
4,006360,GS건설,34400.0,74.7,90.5,0.0,100.0,100.0,99.3,61.8,37.3,-23.3,watch,28403.34,20907.52
5,017670,SK텔레콤,99500.0,73.7,99.4,0.0,46.7,100.0,97.3,61.3,9.3,-28.7,watch,87485.36,72467.07
6,010060,OCI홀딩스,247000.0,65.2,100.0,0.0,82.5,100.0,76.9,56.2,16.5,-40.3,watch,190214.88,119233.47
7,047810,한국항공우주,164100.0,59.0,36.0,0.0,73.4,63.4,92.4,60.1,14.7,-23.9,watch,142752.56,116068.26
8,028050,삼성E&A,46650.0,58.6,94.2,0.0,30.7,100.0,64.2,53.0,6.1,-30.7,watch,38919.01,29255.28
9,483650,달바글로벌,240000.0,58.4,100.0,0.0,31.0,47.9,91.1,59.8,6.2,-12.6,watch,199433.61,148725.63
10,241560,두산밥캣,69300.0,58.2,31.6,0.0,61.6,55.6,95.9,61.0,12.3,-13.0,watch,61742.25,52295.06
11,267270,HD건설기계,140300.0,54.7,33.0,0.0,89.0,66.9,80.6,57.2,17.8,-35.5,watch,119680.22,93905.48
12,000500,가온전선,217000.0,54.0,100.0,0.0,100.0,90.5,55.9,51.0,25.4,-38.5,watch,149939.69,66114.31
13,018260,삼성에스디에스,218000.0,53.4,62.0,0.0,74.3,57.2,79.1,56.8,14.9,-43.9,watch,186876.92,147973.07
14,086790,하나금융지주,130500.0,53.2,68.5,15.8,71.4,42.7,76.7,56.2,14.3,-8.4,watch,117032.55,100198.23
15,005830,DB손해보험,165400.0,52.6,34.6,0.0,100.0,44.2,87.8,65.0,20.5,-22.7,watch,149504.96,129636.16
16,010120,LS ELECTRIC,223500.0,50.5,100.0,0.0,0.0,64.0,65.1,53.3,-0.4,-33.3,watch,181311.74,128576.42
17,105560,KB금융,176300.0,49.9,75.3,6.4,80.7,32.7,78.7,56.7,16.1,-9.4,watch,158001.64,135128.69
18,033780,KT&G,179600.0,49.6,44.6,33.5,32.6,38.2,66.0,53.5,6.5,-6.7,watch,165273.72,147365.86
19,001450,현대해상,38600.0,49.1,73.7,0.0,49.1,36.2,79.5,56.9,9.8,-12.8,watch,34279.47,28878.8
20,010950,S-Oil,149800.0,48.4,95.6,0.0,100.0,43.6,69.4,69.6,39.6,-15.4,watch,132484.88,110840.99
21,138040,메리츠금융지주,116600.0,47.9,9.0,0.0,63.3,36.4,86.1,58.5,12.7,-22.2,watch,106938.57,94861.79
22,028670,팬오션,5300.0,45.3,40.2,0.0,52.1,34.9,76.6,56.2,10.4,-19.7,watch,4744.16,4049.36
23,055550,신한지주,103800.0,42.1,58.8,16.2,42.3,37.3,56.5,51.1,8.5,-8.4,watch,92786.27,79019.1
24,012330,현대모비스,524000.0,40.4,72.6,0.0,14.7,38.9,59.5,51.9,2.9,-36.3,watch,443787.23,343521.27
25,034730,SK,655000.0,39.9,100.0,0.0,0.0,29.3,59.8,51.9,-8.0,-25.8,watch,534001.46,382753.3
26,375500,DL이앤씨,65800.0,38.8,50.5,0.0,31.5,44.6,55.7,50.9,6.3,-38.3,watch,56187.96,44172.92
27,139130,iM금융지주,17940.0,36.9,33.1,0.0,63.1,30.3,60.9,52.2,12.6,-18.5,watch,16238.61,14111.87
28,006400,삼성SDI,467000.0,36.2,46.2,0.0,0.0,43.5,51.9,50.0,-4.5,-35.4,watch,389290.09,292152.7
29,443060,HD현대마린솔루션,215000.0,36.1,20.2,0.0,0.0,28.9,63.4,52.9,-1.8,-25.1,watch,183403.13,143907.04
30,088350,한화생명,4595.0,35.7,45.7,0.0,0.0,38.7,53.3,50.3,-1.4,-39.2,watch,4030.66,3325.24
