rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,009420,한올바이오파마,62600.0,62.8,60.9,0.0,100.0,67.6,94.3,63.4,30.4,-14.2,watch,53384.35,41864.78
2,001450,현대해상,48850.0,62.7,88.0,61.6,100.0,43.9,68.6,69.9,31.7,-3.8,watch,43480.22,36768.0
3,078930,GS,113600.0,62.0,100.0,40.4,100.0,46.6,75.5,68.1,34.9,-6.0,watch,98265.63,79097.67
4,161890,한국콜마,137800.0,60.6,100.0,56.9,100.0,45.4,64.0,71.0,40.2,-4.3,watch,119205.74,95962.92
5,010060,OCI홀딩스,290000.0,60.3,100.0,0.0,100.0,38.0,98.7,62.3,52.6,-30.0,watch,231461.31,158287.96
6,005830,DB손해보험,177400.0,58.0,55.3,0.0,36.3,53.4,93.6,60.4,7.3,-16.9,watch,158569.59,135031.58
7,006360,GS건설,35600.0,57.7,97.4,0.0,100.0,30.7,97.2,61.3,22.3,-20.6,watch,29616.97,22138.17
8,192820,코스맥스,260500.0,57.7,74.7,94.3,100.0,57.2,33.9,78.5,54.0,-0.6,watch,229758.99,191332.73
9,007340,DN오토모티브,46650.0,56.3,100.0,0.0,100.0,100.0,56.0,51.0,22.0,-30.9,watch,37105.83,25175.63
10,051900,LG생활건강,304500.0,52.5,57.4,7.6,100.0,20.1,92.8,60.2,24.8,-9.2,watch,274685.39,237417.13
11,088350,한화생명,5510.0,52.1,85.7,0.0,100.0,39.2,81.6,66.6,24.4,-13.2,watch,4898.03,4133.07
12,006400,삼성SDI,499500.0,52.0,54.4,0.0,96.1,43.8,83.7,57.9,19.2,-30.9,watch,432344.7,348400.59
13,085620,미래에셋생명,26600.0,49.0,100.0,0.0,100.0,100.0,39.6,77.1,70.1,-28.7,watch,22950.73,18389.15
14,017670,SK텔레콤,96600.0,48.9,79.4,0.0,13.3,37.1,78.7,56.7,2.7,-30.8,watch,83092.32,66207.72
15,278470,에이피알,386000.0,47.8,64.9,0.0,39.9,55.0,68.2,54.0,8.0,-18.4,watch,334891.46,271005.78
16,010950,S-Oil,142600.0,47.7,100.0,0.0,3.2,35.0,74.3,55.6,0.6,-19.5,watch,124173.24,101139.78
17,090430,아모레퍼시픽,136600.0,47.3,24.0,0.0,84.3,24.0,88.6,59.1,16.9,-14.5,watch,124043.22,108347.24
18,018260,삼성에스디에스,233000.0,47.0,78.6,0.0,94.4,24.2,79.4,56.8,18.9,-40.0,watch,203813.44,167330.24
19,375500,DL이앤씨,71200.0,46.8,61.8,0.0,79.8,35.1,76.0,56.0,16.0,-33.2,watch,62057.07,50628.42
20,028670,팬오션,5770.0,46.6,63.0,0.0,67.9,40.8,72.5,55.1,13.6,-12.6,watch,5103.29,4269.89
21,008930,한미사이언스,44250.0,46.3,57.6,0.0,100.0,37.1,73.7,68.6,33.1,-20.3,watch,39152.27,32780.1
22,005935,삼성전자우,191200.0,46.2,97.3,0.0,16.5,45.7,65.1,53.3,3.3,-21.5,watch,161802.4,125055.41
23,066570,LG전자,202500.0,46.0,100.0,0.0,54.2,22.0,76.2,56.1,10.8,-53.8,watch,172372.65,134713.46
24,005930,삼성전자,271000.0,45.4,88.5,0.0,20.2,43.4,66.0,53.5,4.0,-27.6,watch,227908.31,174043.7
25,003550,LG,110400.0,45.3,51.4,0.0,57.0,36.2,74.0,55.5,11.4,-40.6,watch,98679.77,84029.48
26,028260,삼성물산,374000.0,44.8,48.2,0.0,28.2,50.0,66.8,53.7,5.6,-33.8,watch,314580.06,240305.12
27,096770,SK이노베이션,125900.0,44.7,33.1,0.0,31.7,27.0,81.3,57.3,6.3,-19.0,watch,110822.54,91975.71
28,402340,SK스퀘어,1123000.0,42.4,100.0,0.0,0.0,51.3,53.5,50.4,-8.7,-48.7,watch,866846.43,546654.46
29,028050,삼성E&A,48050.0,41.6,82.8,0.0,81.7,29.5,64.0,53.0,16.3,-28.6,watch,41812.39,34015.38
30,009150,삼성전기,1396000.0,40.9,100.0,0.0,19.0,42.1,54.6,50.7,3.8,-42.2,watch,1095589.4,720076.14
