rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,005935,삼성전자우,212500.0,96.0,100.0,100.0,46.3,77.8,97.9,61.5,9.3,1.0,watch,192479.0,167452.76
2,009150,삼성전기,1489000.0,91.0,100.0,100.0,46.6,75.4,83.9,58.0,9.3,0.9,watch,1307103.86,1079733.7
3,003490,대한항공,31650.0,86.2,74.1,100.0,100.0,100.0,68.9,69.8,20.3,2.4,watch,29380.19,26542.92
4,005930,삼성전자,277500.0,86.1,75.2,94.6,39.9,53.9,86.8,58.7,8.0,-0.5,watch,252497.67,221244.75
5,000150,두산,1474000.0,82.3,61.1,80.7,100.0,53.5,90.3,64.4,33.9,-1.9,watch,1289403.12,1058657.02
6,007340,DN오토모티브,49450.0,78.1,100.0,77.3,9.3,70.0,82.8,57.7,1.9,-2.3,watch,43937.19,37046.18
7,000990,DB하이텍,130300.0,75.6,35.8,81.2,100.0,43.2,79.2,67.2,40.6,-1.9,watch,113932.07,93472.15
8,000660,SK하이닉스,1841000.0,74.0,85.9,74.1,48.6,48.8,75.7,55.9,9.7,-2.6,watch,1632216.77,1371237.72
9,066570,LG전자,215000.0,72.3,100.0,53.4,36.2,100.0,91.8,59.9,7.2,-4.7,watch,194543.82,168973.6
10,443060,HD현대마린솔루션,242500.0,71.8,64.1,54.7,82.9,27.6,98.3,62.4,16.6,-4.5,watch,217865.13,187071.53
11,033780,KT&G,176300.0,70.5,19.4,84.9,2.6,86.2,74.8,55.7,0.5,-1.5,watch,167658.37,156856.33
12,353200,대덕전자,111700.0,70.3,56.5,73.8,4.1,100.0,76.7,56.2,0.8,-2.6,watch,94738.12,73535.77
13,316140,우리금융지주,35850.0,69.6,37.6,67.6,49.8,22.9,87.9,59.0,10.0,-3.2,watch,33399.3,30335.92
14,062040,산일전기,206500.0,68.2,44.3,60.5,100.0,37.7,83.2,57.8,22.0,-4.0,watch,182211.67,151851.26
15,375500,DL이앤씨,84900.0,68.1,95.9,37.1,100.0,30.6,98.8,62.3,20.8,-6.3,watch,75912.06,64677.15
16,006360,GS건설,37500.0,66.6,100.0,53.0,35.7,36.3,81.0,57.3,7.1,-4.7,watch,32721.97,26749.44
17,055550,신한지주,112800.0,65.8,60.2,68.2,29.6,33.1,71.6,54.9,5.9,-3.2,watch,105246.36,95804.3
18,004020,현대제철,35600.0,64.9,13.2,57.0,91.4,45.8,88.4,64.9,18.3,-4.3,watch,32281.35,28133.05
19,105560,KB금융,176200.0,62.8,47.5,69.7,29.4,29.9,65.3,53.3,5.9,-3.0,watch,164633.05,150174.36
20,402340,SK스퀘어,1134000.0,59.7,83.8,45.8,34.9,60.3,74.2,55.5,7.0,-5.4,watch,984729.7,798141.83
21,000500,가온전선,324000.0,57.6,100.0,51.5,100.0,56.9,47.3,75.2,100.6,-4.8,watch,273796.29,211041.65
22,028050,삼성E&A,51300.0,55.1,81.6,29.3,59.4,45.6,81.2,57.3,11.9,-7.1,watch,46171.21,39760.23
23,086790,하나금융지주,135800.0,54.9,54.6,56.3,19.1,33.0,59.8,51.9,3.8,-4.4,watch,126300.73,114426.64
24,010120,LS ELECTRIC,211000.0,54.6,60.3,42.0,39.9,47.2,72.0,55.0,8.0,-5.8,watch,190015.78,163785.51
25,034730,SK,588000.0,52.7,85.7,36.3,28.8,44.2,68.5,54.1,5.8,-6.4,watch,524213.11,444479.5
26,012750,에스원,83700.0,52.3,15.3,40.4,24.4,25.4,84.5,58.1,4.9,-6.0,watch,77315.96,69335.91
27,180640,한진칼,141400.0,49.9,55.7,17.0,78.1,33.2,88.8,59.2,15.6,-8.3,watch,127092.5,109208.12
28,003550,LG,116200.0,44.4,58.0,24.4,16.0,39.2,70.9,54.7,3.2,-7.6,watch,106509.56,94396.51
29,138040,메리츠금융지주,128700.0,43.9,41.1,25.2,32.7,33.4,71.5,54.9,6.5,-7.5,watch,118015.01,104658.77
30,175330,JB금융지주,30650.0,41.7,40.9,26.0,57.3,43.0,60.3,52.1,11.5,-7.4,watch,27782.41,24197.92
