stop_pct,target_pct,rsi_low,pullback_touch,max_hold,train_trades,train_winrate,train_expect,test_trades,test_winrate,test_expect,test_payoff,train_score,test_score
0.07,0.15,35,0.02,15,255,29.8,-0.78,334,32.3,0.11,2.15,-0.12424082864394889,0.020425872936427843
0.07,0.15,35,0.02,20,254,26.4,-0.84,334,31.4,0.21,2.29,-0.13338920845816396,0.0381253503912916
0.07,0.15,35,0.03,10,281,32.4,-0.88,359,34.8,-0.15,1.8,-0.14735477273368466,-0.02883275367683684
0.07,0.15,35,0.03,15,279,29.7,-0.87,359,32.0,0.01,2.13,-0.14452854748648,0.0020711119566903186
0.07,0.15,35,0.03,20,278,26.6,-0.89,359,31.2,0.13,2.28,-0.14867936375538512,0.025261148872568962
0.07,0.15,40,0.015,10,245,32.7,-0.75,319,35.7,0.14,1.86,-0.11717730206214763,0.024259104629464474
0.07,0.15,40,0.015,15,244,29.9,-0.71,319,32.9,0.28,2.18,-0.11025132352813075,0.05044103969340907
0.07,0.15,40,0.015,20,243,26.3,-0.81,319,32.3,0.39,2.3,-0.12684861170106682,0.07053426350606547
0.07,0.15,40,0.02,10,256,32.8,-0.8,334,35.3,0.01,1.83,-0.12863734034190877,0.0011871049053769408
0.07,0.15,40,0.02,15,255,29.8,-0.78,334,32.3,0.11,2.15,-0.12424082864394889,0.020425872936427843
0.07,0.15,40,0.02,20,254,26.4,-0.84,334,31.4,0.21,2.29,-0.13338920845816396,0.0381253503912916
0.07,0.15,40,0.03,10,281,32.4,-0.88,359,34.8,-0.15,1.8,-0.14735477273368466,-0.02883275367683684
0.07,0.15,40,0.03,15,279,29.7,-0.87,359,32.0,0.01,2.13,-0.14452854748648,0.0020711119566903186
0.07,0.15,40,0.03,20,278,26.6,-0.89,359,31.2,0.13,2.28,-0.14867936375538512,0.025261148872568962
0.07,0.15,45,0.015,10,245,32.7,-0.75,319,35.7,0.14,1.86,-0.11717730206214763,0.024259104629464474
0.07,0.15,45,0.015,15,244,29.9,-0.71,319,32.9,0.28,2.18,-0.11025132352813075,0.05044103969340907
0.07,0.15,45,0.015,20,243,26.3,-0.81,319,32.3,0.39,2.3,-0.12684861170106682,0.07053426350606547
0.07,0.15,45,0.02,10,256,32.8,-0.8,334,35.3,0.01,1.83,-0.12863734034190877,0.0011871049053769408
0.07,0.15,45,0.02,15,255,29.8,-0.78,334,32.3,0.11,2.15,-0.12424082864394889,0.020425872936427843
0.07,0.15,45,0.02,20,254,26.4,-0.84,334,31.4,0.21,2.29,-0.13338920845816396,0.0381253503912916
0.07,0.15,45,0.03,10,281,32.4,-0.88,359,34.8,-0.15,1.8,-0.14735477273368466,-0.02883275367683684
0.07,0.15,45,0.03,15,279,29.7,-0.87,359,32.0,0.01,2.13,-0.14452854748648,0.0020711119566903186
0.07,0.15,45,0.03,20,278,26.6,-0.89,359,31.2,0.13,2.28,-0.14867936375538512,0.025261148872568962
