rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,483650,달바글로벌,256000.0,68.0,100.0,32.6,49.4,50.4,92.8,63.8,9.9,-6.7,watch,213655.85,160725.66
2,033780,KT&G,181700.0,59.0,47.6,44.4,26.1,52.4,73.4,55.3,5.2,-5.6,watch,168238.32,151411.22
3,078930,GS,87500.0,55.2,88.5,0.0,100.0,37.7,89.1,59.3,30.0,-12.3,watch,76126.42,61909.45
4,316140,우리금융지주,31750.0,49.0,14.3,0.0,45.5,69.2,70.6,54.7,9.1,-23.5,watch,28721.31,24935.45
5,001450,현대해상,38450.0,47.7,73.1,0.0,54.0,52.3,67.8,53.9,10.8,-13.1,watch,33872.15,28149.84
6,003690,코리안리,13600.0,46.0,37.5,0.0,37.5,73.3,58.2,51.5,7.5,-11.7,watch,12386.63,10869.91
7,005830,DB손해보험,159000.0,45.5,28.1,0.0,85.9,51.4,69.1,54.3,17.2,-25.7,watch,142964.29,122919.64
8,138040,메리츠금융지주,118100.0,45.3,16.5,0.0,67.2,44.4,74.6,55.6,13.4,-21.2,watch,107425.74,94082.93
9,010950,S-Oil,129500.0,38.7,94.5,0.0,100.0,34.3,52.5,50.1,24.9,-26.9,watch,110794.49,87412.61
10,021240,코웨이,91200.0,36.3,26.8,7.5,0.0,50.2,47.1,48.8,-0.1,-9.3,watch,81522.05,69424.61
11,018260,삼성에스디에스,200500.0,35.2,38.4,0.0,4.5,49.3,47.4,48.8,0.9,-48.4,watch,168328.28,128113.62
12,028050,삼성E&A,44150.0,33.7,75.5,0.0,0.0,39.3,44.1,48.0,-7.3,-34.4,watch,36551.21,27052.72
13,271560,오리온,129900.0,32.3,29.5,0.0,0.0,57.3,38.1,46.5,-5.8,-13.5,watch,118585.38,104442.11
14,161890,한국콜마,98900.0,31.8,100.0,0.0,0.0,25.9,43.4,47.8,-0.5,-20.6,watch,83890.19,65127.94
15,081660,미스토홀딩스,44150.0,31.7,9.1,0.0,25.0,37.3,49.8,49.5,5.0,-20.9,watch,38939.86,32427.2
16,086790,하나금융지주,123000.0,30.7,53.2,0.0,35.7,56.1,30.5,44.6,7.1,-13.7,watch,109481.42,92583.18
17,383220,F&F,76700.0,30.5,25.8,0.0,0.0,32.6,47.9,49.0,-1.8,-13.8,watch,67986.02,57093.54
18,055550,신한지주,100900.0,29.8,51.8,0.0,23.3,44.7,35.2,45.8,4.7,-10.9,watch,90090.68,76579.03
19,105560,KB금융,165200.0,29.4,58.2,0.0,37.4,41.0,34.8,45.7,7.5,-15.1,watch,147002.66,124255.99
20,028670,팬오션,5060.0,28.9,27.7,0.0,24.4,32.7,43.2,47.8,4.9,-23.3,watch,4537.17,3883.63
21,000810,삼성화재,609000.0,28.6,64.3,0.0,0.0,41.9,32.6,45.1,-2.6,-19.6,watch,528215.86,427235.68
22,161390,한국타이어앤테크놀로지,66700.0,25.0,29.9,0.0,12.3,30.8,35.4,45.9,2.5,-14.9,watch,57018.41,44916.42
23,034730,SK,541000.0,24.4,100.0,0.0,0.0,53.3,11.6,39.9,-31.1,-38.7,watch,419013.93,266531.34
24,004170,신세계,465500.0,22.9,72.3,0.0,0.0,76.1,0.0,33.0,-36.1,-41.2,watch,354299.44,215298.74
25,000500,가온전선,151800.0,22.6,100.0,0.0,0.0,52.7,7.8,39.0,-20.4,-57.0,watch,86782.18,5509.91
26,003490,대한항공,25250.0,20.7,24.1,0.0,0.0,35.8,24.0,43.0,-10.9,-19.1,watch,22513.8,19093.55
27,000660,SK하이닉스,1550000.0,20.2,83.0,0.0,0.0,61.7,0.0,36.1,-41.0,-48.1,watch,1127684.65,599790.47
28,005935,삼성전자우,158200.0,18.7,61.3,0.0,0.0,52.1,5.1,38.3,-24.8,-35.0,watch,125591.56,84831.01
29,009150,삼성전기,1114000.0,18.3,100.0,0.0,0.0,49.0,0.0,34.8,-45.3,-53.9,watch,753688.97,303300.19
30,402340,SK스퀘어,925000.0,17.9,76.0,0.0,0.0,54.0,0.0,34.4,-43.6,-57.7,watch,605166.33,205374.25
