rank,code,name,close,total,trend,breakout,momentum,volume,rsi_score,rsi,roc_pct,high_gap_pct,signal,stop,trail_hint
1,021240,코웨이,100400.0,76.0,56.7,87.2,50.4,35.6,95.1,60.8,10.1,-1.3,watch,91494.05,80361.62
2,010950,S-Oil,149200.0,73.5,100.0,48.5,73.4,57.9,91.8,59.9,14.7,-5.1,watch,129713.77,105355.99
3,001450,현대해상,52400.0,73.2,100.0,100.0,100.0,45.2,68.7,69.8,35.2,1.2,watch,47037.0,40333.26
4,088350,한화생명,5950.0,71.1,94.8,37.0,100.0,95.4,72.4,68.9,41.5,-6.3,watch,5301.84,4491.64
5,051900,LG생활건강,318000.0,70.4,69.5,47.8,44.5,43.6,98.2,61.6,8.9,-5.2,watch,288109.12,250745.52
6,055550,신한지주,109700.0,68.9,62.9,68.2,44.1,35.3,89.1,59.3,8.8,-3.2,watch,101398.13,91020.8
7,086790,하나금융지주,136000.0,67.7,68.2,54.4,45.7,35.1,93.1,60.3,9.1,-4.6,watch,125312.68,111953.52
8,278470,에이피알,461500.0,66.7,100.0,75.7,100.0,54.2,62.5,71.4,46.5,-2.4,watch,410304.15,346309.34
9,003230,삼양식품,1547000.0,65.9,57.5,100.0,100.0,35.3,63.8,71.1,24.5,0.7,watch,1397122.74,1209776.17
10,005830,DB손해보험,187400.0,65.8,70.6,42.2,75.2,49.5,86.7,65.3,15.0,-5.8,watch,169531.4,147195.64
11,090430,아모레퍼시픽,150600.0,64.9,55.2,67.9,61.9,64.0,65.2,70.7,12.4,-3.2,watch,138220.26,122745.58
12,000500,가온전선,204000.0,64.8,100.0,0.0,100.0,65.9,93.9,60.5,89.6,-42.2,watch,166052.63,118618.42
13,018260,삼성에스디에스,243000.0,62.2,82.3,0.0,100.0,51.0,98.8,61.7,22.3,-37.5,watch,216826.28,184109.13
14,161890,한국콜마,161700.0,62.1,100.0,100.0,100.0,52.1,39.7,77.1,73.5,5.4,watch,143480.22,120705.51
15,085620,미래에셋생명,23200.0,62.0,100.0,0.0,100.0,100.0,69.1,54.3,62.7,-37.8,watch,18381.88,12359.23
16,192820,코스맥스,303000.0,61.9,90.7,100.0,100.0,95.1,17.6,82.6,63.0,2.0,watch,270245.13,229301.55
17,443060,HD현대마린솔루션,221000.0,61.7,27.2,0.0,100.0,62.3,99.8,62.1,22.3,-23.0,watch,198065.59,169397.57
18,078930,GS,129200.0,61.6,100.0,70.0,100.0,45.0,59.1,72.2,49.4,-3.0,watch,111982.35,90460.29
19,047040,대우건설,19690.0,60.7,74.2,0.0,100.0,46.9,98.8,61.7,75.8,-51.2,watch,16424.97,12343.68
20,062040,산일전기,202500.0,59.8,38.9,0.0,100.0,57.7,96.1,61.0,67.6,-40.6,watch,172763.11,135592.01
21,004800,효성,171600.0,59.8,31.2,0.0,100.0,70.3,90.4,59.6,38.9,-46.0,watch,153231.6,130271.09
22,003490,대한항공,28700.0,59.2,47.3,19.9,82.2,52.4,85.8,65.5,16.4,-8.0,watch,26577.66,23924.73
23,000810,삼성화재,687000.0,58.8,81.2,7.5,55.8,38.6,94.8,60.7,11.2,-9.2,watch,620448.69,537259.56
24,298040,효성중공업,3153000.0,58.0,48.1,0.0,100.0,64.8,86.8,58.7,66.5,-33.5,watch,2726662.24,2193740.04
25,316140,우리금융지주,33900.0,57.7,29.8,35.2,18.3,37.6,86.2,58.6,3.7,-6.5,watch,31373.14,28214.56
26,009420,한올바이오파마,64600.0,57.4,74.0,0.0,100.0,35.7,97.3,62.7,65.6,-11.5,watch,55944.52,45125.16
27,003550,LG,116300.0,57.1,68.4,0.0,100.0,38.9,95.7,60.9,20.6,-37.4,watch,105496.75,91992.68
28,138040,메리츠금융지주,122000.0,56.4,27.9,53.1,0.0,27.4,79.6,56.9,-1.7,-4.7,watch,112498.65,100621.96
29,003690,코리안리,14640.0,56.4,55.8,44.5,42.2,29.6,77.9,56.5,8.4,-5.5,watch,13596.81,12292.83
30,006360,GS건설,37150.0,56.3,100.0,0.0,100.0,22.0,98.3,61.6,67.0,-17.2,watch,31465.06,24358.89
